"Department.Code","Department.Name","Program.Code","Program.Name","Fund.Code","Source.Fund.Code","Source.Fund.Name","Account.Code","Account.Name","Budget","Positions"
"43","Housing and Community Investment","4350","General Administration and Support","100","45C","Traffic Safety Education Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.8846
"43","Housing and Community Investment","4350","General Administration and Support","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.7741
"43","Housing and Community Investment","4350","General Administration and Support","100","50T","Neighborhood Stabilization Program Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.1266
"43","Housing and Community Investment","4350","General Administration and Support","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.4293
"43","Housing and Community Investment","4350","General Administration and Support","100","517","Federal Emergency Shelter Grant Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0121
"43","Housing and Community Investment","4350","General Administration and Support","100","51S","ARRA Energy Efficiency & Conservation (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0255
"43","Housing and Community Investment","4350","General Administration and Support","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.4832
"43","Housing and Community Investment","4350","General Administration and Support","100","52J","ARRA Neighborhood Stabilization Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0218
"43","Housing and Community Investment","4350","General Administration and Support","100","53T","Neighborhood Stabilization Program 3 - WSRA (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0001
"43","Housing and Community Investment","4350","General Administration and Support","100","54S","LEAD Grant 10 Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.25
"43","Housing and Community Investment","4350","General Administration and Support","100","55A","CPUC - Gas Company Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0765
"43","Housing and Community Investment","4350","General Administration and Support","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",4.0213
"43","Housing and Community Investment","4350","General Administration and Support","100","55J","Low and Moderate Income Housing Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",1.5061
"43","Housing and Community Investment","4350","General Administration and Support","100","561","HOME Investment Partnership Program Fund (Sch. 9)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",6.7994
"43","Housing and Community Investment","4350","General Administration and Support","100","561","HOME Investment Partnership Program Fund (Sch. 9)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",2.3205
"43","Housing and Community Investment","4350","General Administration and Support","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.2018
"43","Housing and Community Investment","4350","General Administration and Support","100","569","Housing Opportunities for Persons with AIDS Fund (Sch. 41)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0104
"43","Housing and Community Investment","4350","General Administration and Support","100","56V","Foreclosure Registry Program Fund (Sch. 29)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.0504
"43","Housing and Community Investment","4350","General Administration and Support","100","815","Municipal Housing Finance Fund (Sch. 48)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2.5527
"43","Housing and Community Investment","4350","General Administration and Support","100","815","Municipal Housing Finance Fund (Sch. 48)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.8989
"44","Library","4401","Branch Library Services","300","300","Library Other Revenue","POSAN","As Needed Positions","2016-17 Adopted Budget",40
"44","Library","4401","Branch Library Services","300","300","Library Other Revenue","POSCOMM","Commissioner Positions","2016-17 Adopted Budget",5
"44","Library","4401","Branch Library Services","300","300","Library Other Revenue","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",687
"44","Library","4402","Central Library Services","300","300","Library Other Revenue","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",183
"44","Library","4449","Technology Support","300","300","Library Other Revenue","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",95
"44","Library","4450","General Administration and Support","300","300","Library Other Revenue","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",97
"46","Mayor","4601","Office of the Mayor","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",12
"46","Mayor","4601","Office of the Mayor","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",89.5
"46","Mayor","4601","Office of the Mayor","100","44A","Workforce Investment Act Fund (Sch. 29)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0
"46","Mayor","4601","Office of the Mayor","100","508","Solid Waste Resources Revenue Fund (Sch. 2)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.5
"46","Mayor","4601","Office of the Mayor","100","511","Stormwater Pollution Abatement Fund (Sch. 7)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.5
"46","Mayor","4601","Office of the Mayor","100","528","Mobile Source Air Pollution Reduction Fund (Sch. 10)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.5
"46","Mayor","4601","Office of the Mayor","100","540","Proposition C Anti-Gridlock Transit Fund (Sch. 27)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.8
"46","Mayor","4601","Office of the Mayor","100","57W","Workforce Innovation Opportunity Act Fund (Sch. 22)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.7
"46","Mayor","4601","Office of the Mayor","100","760","Sewer Operations & Maintenance Fund (Sch. 14)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0.5
"47","Neighborhood Empowerment","4701","Neighborhood Council System Development","100","44B","Department of Neighborhood Empowerment Fund (Sch. 18)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",15
"47","Neighborhood Empowerment","4702","Neighborhood Council Funding Program","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",3
"47","Neighborhood Empowerment","4702","Neighborhood Council Funding Program","100","44B","Department of Neighborhood Empowerment Fund (Sch. 18)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0
"47","Neighborhood Empowerment","4703","Planning and Policy","100","100","General Fund","POSCOMM","Commissioner Positions","2016-17 Adopted Budget",7
"47","Neighborhood Empowerment","4703","Planning and Policy","100","44B","Department of Neighborhood Empowerment Fund (Sch. 18)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",2
"47","Neighborhood Empowerment","4704","Neighborhood Council Administrative Support","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",7
"47","Neighborhood Empowerment","4704","Neighborhood Council Administrative Support","100","44B","Department of Neighborhood Empowerment Fund (Sch. 18)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",6
"47","Neighborhood Empowerment","4750","General Administration and Support","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",3
"47","Neighborhood Empowerment","4750","General Administration and Support","100","44B","Department of Neighborhood Empowerment Fund (Sch. 18)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",4
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",7
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","100","General Fund","POSCOMM","Commissioner Positions","2016-17 Adopted Budget",5
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","100","General Fund","POSHH","Hiring Hall Positions","2016-17 Adopted Budget",2
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","429","Los Angeles Convention & Visitors Bureau Fund (Sch. 1)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1.51
"48","Convention and Tourism Development","4803","Convention and Tourism Development","100","725","Convention Center Revenue Fund (Sch. 16)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",11.49
"65","Disability","6501","ADA Compliance","100","100","General Fund","POSCOMM","Commissioner Positions","2016-17 Adopted Budget",9
"65","Disability","6501","ADA Compliance","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",7
"65","Disability","6501","ADA Compliance","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.563
"65","Disability","6501","ADA Compliance","100","57","Sidewalk Repair Fund (Sch. 51)","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",0.437
"65","Disability","6503","Community Affairs and Outreach","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1
"65","Disability","6503","Community Affairs and Outreach","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",4
"65","Disability","6504","AIDS Coordinator's Office","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",1
"65","Disability","6504","AIDS Coordinator's Office","100","100","General Fund","RESSG","Civilian Resolution Authority Positions","2016-17 Adopted Budget",4
"65","Disability","6504","AIDS Coordinator's Office","100","424","Community Development Trust Fund (Sch. 8)","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",0
"65","Disability","6550","General Administration and Support","100","100","General Fund","POSSG","Civilian Regular Authority Positions","2016-17 Adopted Budget",4
"66","Personnel","6601","Public Safety Employment","100","100","General Fund","POSAN","As Needed Positions","2016-17 Adopted Budget",30
