Department Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Source Fund Code,Source Fund Name,Budget Request Description,Budget Request Category,Budget Object Code,Audit Budget Object Name,One Time/ On-going,2021-22 (Proposed) Incremental change from 2020-21 Adopted Budget,2021-22 (Adopted) Incremental change from 2020-21 Adopted Budget
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-19866,-19866
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Executive Management,3-Continuation of Services,001010,Salaries General,01,6296,6296
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,15362,15362
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,861,861
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,3282,3282
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-3053,-3053
43,Housing,4350,General Administration and Support,100,General Fund,240,Housing Production Revolving Fund (Sch. 29),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,851,851
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-28268,-28268
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,3157,3157
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Accounting,3-Continuation of Services,001010,Salaries General,01,62061,62061
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Administrative Services,3-Continuation of Services,001010,Salaries General,01,117971,117971
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Billing and Collections for Rent and Code,3-Continuation of Services,001010,Salaries General,01,93041,93041
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-618714,-618714
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Executive Management,3-Continuation of Services,001010,Salaries General,01,250323,250323
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,454857,454857
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,53081,53081
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-17599,-17599
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-271422,-271422
43,Housing,4350,General Administration and Support,100,General Fund,41M,Systematic Code Enforcement Fee Fund (Sch. 42),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,192793,192793
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-18055,-18055
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,1898,1898
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Accounting,3-Continuation of Services,001010,Salaries General,01,236370,236370
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Administrative Services,3-Continuation of Services,001010,Salaries General,01,23035,23035
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-401432,-401432
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Executive Management,3-Continuation of Services,001010,Salaries General,01,96359,96359
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Executive Management Reduction,9-Transfer of Services,001010,Salaries General,BB,-127598,-127598
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,290248,290248
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,17107,17107
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-4478,-4478
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-71718,-71718
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,33130,33130
43,Housing,4350,General Administration and Support,100,General Fund,424,Community Development Trust Fund (Sch. 8),Transfer of Community Investment Programs,9-Transfer of Services,001010,Salaries General,BB,-406272,-406272
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-4584,-4584
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,476,476
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Accounting,3-Continuation of Services,001010,Salaries General,01,2115,2115
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Administrative Services,3-Continuation of Services,001010,Salaries General,01,3603,3603
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-29169,-29169
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Executive Management,3-Continuation of Services,001010,Salaries General,01,8536,8536
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Executive Management Reduction,9-Transfer of Services,001010,Salaries General,BB,-85065,-85065
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,65843,65843
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,1565,1565
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,1898,1898
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-5415,-5415
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,2395,2395
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,001010,Salaries General,BB,-229776,-229776
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,001070,"Salaries, As-Needed",BB,-2855,-2855
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,001090,Overtime General,BB,-1025,-1025
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,002120,Printing and Binding,BB,-115,-115
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,002130,Travel,BB,-152,-152
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,003040,Contractual Services,BB,-4633,-4633
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,003310,Transportation,BB,-131,-131
43,Housing,4350,General Administration and Support,100,General Fund,428,Community Service Block Grant Trust Fund (Sch. 13),Transfer of Community Investment Programs,9-Transfer of Services,006010,Office and Administrative ,BB,-2887,-2887
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),2020-21 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,-8886,-8886
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),2021-22 Employee Compensation Adjustment,1-Obligatory Changes,001010,Salaries General,BB,984,984
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Accounting,3-Continuation of Services,001010,Salaries General,01,21053,21053
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Administrative Services,3-Continuation of Services,001010,Salaries General,01,39807,39807
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Billing and Collections for Rent and Code,3-Continuation of Services,001010,Salaries General,01,31014,31014
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Deletion of Funding for Resolution Authorities,2-Deletion of One-Time Services,001010,Salaries General,BB,-191788,-191788
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Executive Management,3-Continuation of Services,001010,Salaries General,01,84928,84928
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Full Funding for Partially Financed Positions,1-Obligatory Changes,001010,Salaries General,BB,142821,142821
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),"Policy, Planning, and Performance",6-New Services,001010,Salaries General,01,15842,15842
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Salary Step and Turnover Effect,1-Obligatory Changes,001010,Salaries General,BB,-6104,-6104
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Separation Incentive Program,12-Separation Incentive Program,001010,Salaries General,BB,-85976,-85976
43,Housing,4350,General Administration and Support,100,General Fund,440,Rent Stabilization Trust Fund (Sch. 23),Separation Incentive Program Cash Payment,12-Separation Incentive Program,001010,Salaries General,01,63262,63262
